AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,1361.4,776.9,868.7,832.7,724.7,642.8,627.9,787.2,912.0
Cash_from_Operations,4883.3,4534.6,2879.1,4030.8,3827.2,3886.8,3162.1,3147.4,2542.7
Diluted_EPS,6.937,5.631,2.971,6.461,6.012,5.237,4.424,4.669,5.075
Goodwill_Intangibles,14770.4,13358.1,14023.3,15583.2,15601.9,15594.4,15351.2,13856.9,11209.1
LT_Debt,18476.0,16314.2,18806.1,13255.1,10173.7,8364.3,10280.4,10314.7,10849.7
Net_Income,4032.0,3301.1,1748.6,3921.6,3750.3,3303.5,2784.8,2937.7,3193.3
Revenue,19175.9,15801.7,14584.2,15967.9,15094.3,14954.1,13011.9,13341.2,14571.4
Shares_Diluted,581.25,586.25,588.5,607.0,623.75,630.75,629.5,629.25,629.25
Total_Assets,45316.4,39653.7,41335.2,38838.3,36876.3,35800.4,35357.3,31837.2,32620.1
Total_Liabilities,35639.0,31094.5,32931.2,28462.3,24530.8,23001.9,24771.6,22249.3,22928.1
