AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,912.6,935.0,679.0,616.3,501.2,500.5,600.1,558.6,460.7,348.0
Cash_from_Operations,567.3,547.9,485.7,503.2,428.2,523.5,415.5,386.9,414.9,386.6
Diluted_EPS,1.967,2.274,2.152,0.967,1.07,0.997,1.458,0.195,1.4480000000000002,1.25
Goodwill_Intangibles,278.3,278.3,278.3,278.3,278.3,278.3,278.3,278.3,278.3,278.3
LT_Debt,3908.7,3535.7,2726.8,2524.6,2670.1,2180.8,2119.4,1967.0,1629.5,1670.4
Net_Income,169.5,195.8,172.8,77.4,85.6,79.9,116.8,15.6,116.3,100.5
Revenue,2249.6,1779.9,1523.0,1457.6,1436.6,1445.0,1363.0,1439.1,1435.9,1387.9
Shares_Diluted,86.169,86.111,80.303,79.99,80.012,80.141,80.132,80.139,80.279,80.431
Total_Assets,9257.4,8666.9,7939.9,7298.8,6865.6,6646.1,6471.1,6009.3,5790.2,5500.2
Total_Liabilities,7053.9,6487.8,5878.9,5608.5,5165.6,4939.3,4783.6,4343.0,4057.2,3815.1
