AAII_YR_DATA,07/31/2022,07/31/2021,07/31/2020,07/31/2019,07/31/2018,07/31/2017
Capital_Expenditures,0.1,0.2,0.3,0.0,,
Cash_from_Operations,-0.9,-2.4,-1.4,-1.3,0.0,0.0
Diluted_EPS,-0.016,-0.023,-0.027,-0.01,-0.008,-0.007
Goodwill_Intangibles,,,0.0,1.0,,
LT_Debt,0.0,1.0,0.3,0.9,0.0,0.0
Net_Income,-1.6,-2.3,-2.7,-0.6,0.0,0.0
Revenue,0.6,0.6,0.1,0.1,0.0,0.0
Shares_Diluted,100.108,99.7902,99.108,61.4618,3.018,3.018
Total_Assets,4.5,5.7,6.3,3.7,0.0,0.0
Total_Liabilities,9.7,9.5,7.7,2.3,0.0,0.0
