AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.1,1.4,1.7,2.3,1.8,3.0,1.5
Cash_from_Operations,91.7,59.8,62.1,67.8,45.9,5.9,44.5
Diluted_EPS,0.025,-0.694,1.214,1.138,0.581,-0.002,1.142
Goodwill_Intangibles,148.0,150.7,161.9,106.7,35.8,4.0,2.9
LT_Debt,123.0,139.5,124.8,5.0,20.9,0.0,0.0
Net_Income,0.4,-9.3,16.2,14.4,3.9,-0.1,31.4
Revenue,813.7,1005.9,798.1,546.7,358.2,322.9,317.1
Shares_Diluted,14.568,13.39,13.346,12.69,6.654,27.5,27.5
Total_Assets,423.0,488.7,503.7,376.2,162.2,138.4,109.1
Total_Liabilities,281.7,352.2,405.0,345.9,150.9,129.7,73.2
