AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,23.2,11.5,7.0,22.0,14.0,19.4,25.9,11.9,15.4
Cash_from_Operations,-20.6,129.5,-74.2,39.4,82.8,33.0,14.1,14.4,-8.2
Diluted_EPS,3.931,0.277,0.257,0.233,0.197,0.18,0.152,0.155,2.186
Goodwill_Intangibles,153.8,165.3,152.6,149.7,102.9,60.6,54.2,40.8,34.6
LT_Debt,9.9,18.3,5.9,10.5,10.1,10.4,19.1,27.1,36.5
Net_Income,105.6,74.4,69.1,63.2,55.1,50.6,44.7,45.8,35.0
Revenue,1821.0,1568.3,1588.4,1372.7,1418.8,1331.8,1204.2,1143.3,1057.5
Shares_Diluted,26.866,268.34,268.3,271.56,279.34,280.56,293.76,295.72,15.998
Total_Assets,1166.2,1076.8,909.1,786.2,755.5,741.7,616.7,568.3,553.8
Total_Liabilities,505.5,514.4,423.0,361.9,382.9,395.8,297.8,289.0,287.5
