AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,9.4,29.7,23.4,66.7,13.1,18.6,31.6
Cash_from_Operations,165.0,-26.0,434.1,476.2,873.8,859.8,608.7
Diluted_EPS,-79.536,-10.118,6.11,15.378,30.603,28.011,17.512
Goodwill_Intangibles,0.0,,0.0,3.2,3.2,3.2,3.2
LT_Debt,0.0,2576.8,2896.2,3180.2,3371.2,3600.6,3462.7
Net_Income,-730.3,-92.9,56.1,141.2,281.0,257.2,138.2
Revenue,539.3,750.0,1038.2,1128.4,1600.3,1741.6,1342.6
Shares_Diluted,9.182,9.182,9.1821,9.1821,9.1821,9.1821,7.8917
Total_Assets,4226.4,5680.0,6185.4,6530.8,6780.7,6841.1,6268.1
Total_Liabilities,3721.7,4445.0,4855.7,5227.1,5588.1,5876.8,5339.9
