AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.1,0.2,0.3,0.0,0.0,0.0
Cash_from_Operations,2.9,1.3,-0.8,6.0,-0.6,-0.5,0.0
Diluted_EPS,-0.102,-0.069,0.006,-0.01,-0.109,-0.01,0.0
Goodwill_Intangibles,0.0,10.8,13.3,12.9,17.4,0.0,
LT_Debt,0.2,5.6,7.5,0.8,5.7,0.0,0.0
Net_Income,-9.2,-6.2,0.5,-0.8,-7.5,-1.0,0.0
Revenue,29.4,33.8,35.6,34.8,13.5,0.0,0.0
Shares_Diluted,89.8832,89.8627,89.2412,81.6504,68.8523,97.1655,180.0
Total_Assets,5.2,20.0,24.0,20.5,26.8,0.1,0.0
Total_Liabilities,10.4,16.0,14.6,13.4,21.3,0.2,0.0
