AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019
Capital_Expenditures,5.7,4.6,4.2,1.2
Cash_from_Operations,126.6,83.0,26.2,15.3
Diluted_EPS,0.698,0.121,0.061,0.003
Goodwill_Intangibles,26.8,28.5,0.4,0.4
LT_Debt,0.0,0.0,0.0,0.0
Net_Income,133.3,21.6,10.8,0.6
Revenue,343.5,206.9,116.4,85.7
Shares_Diluted,191.017,178.2075,178.2075,178.2075
Total_Assets,991.4,251.7,138.9,86.6
Total_Liabilities,112.8,103.5,56.3,38.1
