AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,8.9,2.2,6.0,7.8,12.7,5.1,4.6
Cash_from_Operations,61.5,50.4,36.1,40.8,42.7,26.8,25.6
Diluted_EPS,4.428,3.514,3.349,3.083,2.259,2.492,3.128
Goodwill_Intangibles,4.8,4.8,4.8,4.8,4.8,4.8,4.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,49.4,38.5,36.0,32.6,23.5,25.6,23.9
Revenue,129.8,123.0,118.1,103.5,91.0,84.7,78.8
Shares_Diluted,11.163,10.9537,10.7615,10.5722,10.4125,10.2843,7.6276
Total_Assets,3989.6,3369.6,2794.2,2543.7,2317.0,2198.1,2021.6
Total_Liabilities,3575.9,2989.5,2457.2,2248.0,2049.3,1953.4,1798.2
