AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018
Capital_Expenditures,1.2,1.5,,,0.0,3.4
Cash_from_Operations,-2.8,-0.4,0.1,0.0,-0.2,-0.5
Diluted_EPS,-1.002,0.237,-7.204,-0.02,-0.041,0.066
Goodwill_Intangibles,20.8,20.9,0.1,,0.0,0.0
LT_Debt,0.0,0.3,0.0,0.0,0.0,0.0
Net_Income,-9.4,2.3,-49.3,-0.2,-0.4,0.7
Revenue,2.6,2.5,0.1,0.0,0.1,1.3
Shares_Diluted,9.4258,9.7929,6.8429,9.2271,10.46,10.46
Total_Assets,25.7,29.6,1.7,0.0,0.4,4.7
Total_Liabilities,2.1,2.2,0.2,0.6,0.8,0.6
