AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,14.9,15.8,20.4,27.4,43.2,17.1,17.7,15.3,54.6
Cash_from_Operations,63.8,139.1,129.2,119.1,133.1,62.8,59.2,105.1,129.2
Diluted_EPS,6.455,4.027,4.046,3.461,-1.567,1.07,1.303,3.174,2.326
Goodwill_Intangibles,474.7,447.9,438.9,440.1,434.2,360.6,179.1,148.6,136.2
LT_Debt,48.7,276.4,267.1,257.8,249.0,241.8,6.1,8.6,10.4
Net_Income,115.3,74.0,75.3,64.8,-29.1,21.1,26.2,65.2,47.9
Revenue,1183.2,1146.9,1166.0,1182.1,1089.3,961.0,829.7,958.2,906.7
Shares_Diluted,17.87,18.388,18.6,18.72,18.592,19.689,20.076,20.526,20.587
Total_Assets,1443.2,1384.4,1268.5,1264.9,1255.7,1230.1,991.7,937.3,1011.1
Total_Liabilities,804.7,744.5,696.4,713.1,766.3,660.9,450.9,355.5,478.9
