AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,3.9,3.6,5.4,5.2,4.2,4.7,3.6,5.1,5.1,2.8
Cash_from_Operations,240.4,216.1,53.5,138.4,128.0,114.2,96.8,60.6,78.1,86.1
Diluted_EPS,3.462,2.813,0.536,2.829,3.003,2.087,2.046,1.967,1.94,1.7
Goodwill_Intangibles,378.8,380.3,382.1,382.5,290.0,295.3,296.6,298.3,178.5,179.6
LT_Debt,68.7,69.1,86.5,88.1,78.4,92.9,60.3,162.7,65.1,67.4
Net_Income,135.1,109.9,21.0,98.0,105.0,72.7,71.2,66.8,57.7,50.4
Revenue,340.8,289.3,320.5,320.5,289.8,260.6,227.8,203.5,160.5,153.8
Shares_Diluted,39.0309,39.053,39.1136,34.723,34.9754,34.8448,34.7875,33.9545,29.768,29.7337
Total_Assets,9110.6,9488.5,8967.9,8764.6,7252.2,7060.3,6943.1,6318.4,4964.7,4533.2
Total_Liabilities,7925.9,8282.1,7813.2,7572.7,6316.5,6176.2,6101.1,5526.1,4356.3,3961.9
