AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1764.0,1822.0,1654.0,1586.0,1434.0,1311.0,1160.0,956.1,980.3
Cash_from_Operations,1441.0,1426.0,1383.0,1386.0,1449.0,1289.0,1179.0,1097.3,896.2
Diluted_EPS,6.94,3.896,3.431,3.15,2.38,2.615,2.644,2.353,2.062
Goodwill_Intangibles,1139.0,1677.0,1568.0,1659.0,1388.0,1345.0,1302.0,1208.0,1207.8
LT_Debt,10344.0,9333.0,8644.0,7576.0,6498.0,5759.0,5874.0,5448.2,5230.1
Net_Income,1263.0,709.0,621.0,567.0,426.0,468.0,476.0,423.0,369.1
Revenue,3930.0,3777.0,3610.0,3440.0,3357.0,3302.0,3159.0,3011.3,2878.9
Shares_Diluted,182.0,182.0,181.0,180.0,179.0,179.0,180.0,179.80599999999995,179.05599999999995
Total_Assets,26075.0,24766.0,22682.0,21223.0,19482.0,18482.0,17241.0,16131.0,15088.1
Total_Liabilities,18777.0,18312.0,16561.0,15359.0,14097.0,13264.0,12192.0,11215.4,10360.3
