AAII_YR_DATA,06/30/2022,06/30/2021,06/30/2020,06/30/2019,06/30/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.8,0.5,0.0,,,0.2,,0.0,0.1,0.1
Cash_from_Operations,-1.2,-6.3,-7.4,-3.9,-1.5,-0.3,-0.1,-0.1,-0.1,0.0
Diluted_EPS,-0.326,-2.005,-29.469,-131.572,-366.612,-278.382,-401.257,-286.351,-1.693,-1.273
Goodwill_Intangibles,2.3,2.4,2.3,0.8,0.8,,,,,0.0
LT_Debt,0.7,0.3,2.4,0.0,1.4,4.7,4.7,0.3,4.6,4.9
Net_Income,-6.3,-24.4,-14.0,-6.7,-1.8,-0.8,-1.1,-0.7,-0.7,-0.4
Revenue,3.9,3.8,2.3,1.9,0.8,1.1,1.1,1.1,1.5,1.9
Shares_Diluted,19.1689,12.1854,0.476,0.0506,0.0048,0.0027,0.0027,0.0024,0.3859,0.3521
Total_Assets,4.6,7.3,4.5,2.0,7.5,4.4,4.6,5.3,5.7,5.9
Total_Liabilities,6.8,8.8,12.2,6.6,4.3,7.3,6.7,6.4,6.3,6.0
