AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.4,1.4,5.1,5.4,1.5,4.9,4.8,5.0
Institutional_Ownership,,,,,,,,
Net_Insider_Purchases,-10488.0,-10094.0,-21639.0,-23247.0,-9877.0,-10410.0,79.0,218.0
No_of_Employees,192.0,192.0,136.0,136.0,136.0,136.0,45.0,45.0
No_of_Institutions,401.0,360.0,335.0,293.0,276.0,254.0,254.0,247.0
