AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,12.9,9.7,9.7
Institutional_Ownership,5.4,5.5,5.0
Net_Insider_Purchases,8.0,2.0,4.0
No_of_Employees,250.0,246.0,246.0
No_of_Institutions,5.0,6.0,6.0
