AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.3,4.3,4.3,4.3
Institutional_Ownership,0.1,0.0,0.1,0.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,3890.0,3890.0,4564.0,4564.0
No_of_Institutions,1.0,1.0,3.0,2.0
