AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,1.2,1.2,0.0,0.1,,,0.2
Institutional_Ownership,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,290.0,290.0,0.0,150.0,0.0,0.0,455.0
No_of_Employees,8.0,10.0,10.0,7.0,7.0,7.0,8.0
No_of_Institutions,1.0,2.0,2.0,3.0,3.0,2.0,2.0
