AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,2.3,29.9,,0.3,0.3,0.3
Institutional_Ownership,54.8,53.3,49.5,50.8,53.7,41.5
Net_Insider_Purchases,81.0,835.0,0.0,2.0,2.0,2.0
No_of_Employees,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Institutions,37.0,42.0,35.0,37.0,33.0,35.0
