AAII_KEY_STATISTICS_DATA,12/31/2021,09/30/2021,06/30/2021
Insider_Ownership,,,
Institutional_Ownership,4.7,5.4,0.2
Net_Insider_Purchases,,,
No_of_Employees,855.0,796.0,796.0
No_of_Institutions,6.0,4.0,2.0
