AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,1.5,0.3,0.2,0.2
Institutional_Ownership,48.5,54.8,44.6,43.0
Net_Insider_Purchases,333.0,44.0,33.0,95.0
No_of_Employees,198.0,175.0,175.0,174.0
No_of_Institutions,100.0,103.0,92.0,71.0
