AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,1.0,1.1
Institutional_Ownership,,
Net_Insider_Purchases,-4308.0,80.0
No_of_Employees,440.0,440.0
No_of_Institutions,195.0,196.0
