AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,03/31/2021,12/31/2019
Insider_Ownership,,,,0.0,,
Institutional_Ownership,0.3,0.5,0.6,,,
Net_Insider_Purchases,0.0,0.0,0.0,-3961.0,0.0,0.0
No_of_Employees,2.0,2.0,2.0,1.0,1.0,1.0
No_of_Institutions,4.0,4.0,5.0,,,
