AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,1.8,1.8
Institutional_Ownership,95.1,95.3
Net_Insider_Purchases,52.0,80.0
No_of_Employees,273.0,260.0
No_of_Institutions,84.0,82.0
