AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,,,,,,
Institutional_Ownership,14.7,15.7,5.9,9.6,10.7,
Net_Insider_Purchases,,,,,,
No_of_Employees,1119.0,817.0,817.0,817.0,817.0,630.0
No_of_Institutions,11.0,10.0,16.0,14.0,15.0,
