AAII_KEY_STATISTICS_DATA,09/30/2022,06/30/2022
Insider_Ownership,13.1,13.1
Institutional_Ownership,2.8,3.0
Net_Insider_Purchases,-37.0,90.0
No_of_Employees,2.0,2.0
No_of_Institutions,2.0,1.0
