AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.0,1.0,7.4,6.4
Institutional_Ownership,,,,
Net_Insider_Purchases,-8167.0,0.0,6542.0,6542.0
No_of_Employees,60.0,60.0,85.0,85.0
No_of_Institutions,,,,
