AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,03/31/2021
Insider_Ownership,0.2,0.2,0.0,28.5,28.5
Institutional_Ownership,28.4,28.9,26.7,18.3,7.1
Net_Insider_Purchases,443.0,941.0,28.0,97476.0,97476.0
No_of_Employees,1422.0,1124.0,1124.0,,
No_of_Institutions,206.0,196.0,157.0,98.0,100.0
