AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,2.6,4.5,4.9
Institutional_Ownership,77.6,65.4,69.4
Net_Insider_Purchases,-102.0,1511.0,4082.0
No_of_Employees,384.0,,
No_of_Institutions,152.0,146.0,135.0
