AAII_KEY_STATISTICS_DATA,03/31/2023,12/31/2021
Insider_Ownership,,
Institutional_Ownership,0.6,0.3
Net_Insider_Purchases,,
No_of_Employees,16.0,12.0
No_of_Institutions,9.0,6.0
