AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021
Insider_Ownership,,
Institutional_Ownership,2.1,2.1
Net_Insider_Purchases,,
No_of_Employees,9.0,7.0
No_of_Institutions,7.0,9.0
