AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,0.8,1.0,0.8,0.7,2.7,2.7,0.9
Institutional_Ownership,47.7,46.5,45.7,45.6,42.2,42.5,43.3
Net_Insider_Purchases,-83.0,-37.0,-332.0,-174.0,-313.0,60.0,-212.0
No_of_Employees,3153.0,3153.0,3153.0,2020.0,2020.0,2020.0,1480.0
No_of_Institutions,917.0,951.0,866.0,809.0,788.0,506.0,503.0
