AAII_KEY_STATISTICS_DATA,09/30/2020,12/31/2019
Insider_Ownership,26.2,26.2
Institutional_Ownership,0.0,0.0
Net_Insider_Purchases,0.0,0.0
No_of_Employees,2.0,2.0
No_of_Institutions,0.0,0.0
