AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,,,4.0,6.5,54.2,66.1,
Institutional_Ownership,,,,,,,
Net_Insider_Purchases,0.0,0.0,-120.0,-417.0,679.0,897.0,
No_of_Employees,5.0,5.0,5.0,5.0,5.0,5.0,5.0
No_of_Institutions,,,,,,,
