AAII_KEY_STATISTICS_DATA,02/28/2023,05/31/2022,02/28/2022,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020
Insider_Ownership,3.9,3.9,3.3,2.3,3.3,3.1,1.9,0.6,3.5
Institutional_Ownership,74.3,74.0,74.5,75.2,77.7,78.8,79.4,84.1,86.1
Net_Insider_Purchases,21.0,20.0,6.0,18.0,2.0,109.0,37.0,22.0,61.0
No_of_Employees,1919.0,1997.0,1997.0,2096.0,2096.0,2096.0,2505.0,2505.0,2505.0
No_of_Institutions,196.0,188.0,190.0,189.0,195.0,200.0,193.0,197.0,206.0
