AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,4.9,4.9,4.3,5.9,33.4,42.1,7.2
Institutional_Ownership,7.0,7.6,5.2,8.5,5.5,5.5,
Net_Insider_Purchases,264.0,498.0,-1959.0,-1951.0,104.0,117.0,296.0
No_of_Employees,56.0,56.0,42.0,42.0,42.0,25.0,25.0
No_of_Institutions,20.0,19.0,15.0,16.0,16.0,8.0,
