AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,23.9,25.0,0.8
Institutional_Ownership,22.6,0.0,0.0
Net_Insider_Purchases,907.0,873.0,0.0
No_of_Employees,143.0,89.0,89.0
No_of_Institutions,17.0,0.0,0.0
