AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,4.1,3.9,5.1,0.1,0.0,5.3,5.4,0.0
Institutional_Ownership,7.2,6.3,13.2,9.4,9.3,8.5,8.4,11.3
Net_Insider_Purchases,1100.0,1000.0,-7.0,-190.0,-150.0,55.0,205.0,-350.0
No_of_Employees,16.0,16.0,16.0,8.0,8.0,8.0,8.0,3.0
No_of_Institutions,28.0,27.0,26.0,23.0,21.0,22.0,17.0,14.0
