AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,30.6,23.6
Net_Insider_Purchases,,
No_of_Employees,1191.0,1085.0
No_of_Institutions,25.0,27.0
