AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,20.9,20.9,20.9,20.9,20.9,20.9
Institutional_Ownership,6.9,9.5,10.3,10.0,11.1,10.3
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,71.0,72.0,81.0,81.0,80.0,80.0
No_of_Institutions,13.0,14.0,14.0,13.0,12.0,17.0
