AAII_KEY_STATISTICS_DATA,09/30/2021,03/31/2021,09/30/2020,09/30/2019,06/30/2019
Insider_Ownership,,,,,
Institutional_Ownership,9.2,14.7,14.6,11.3,11.3
Net_Insider_Purchases,,,,,
No_of_Employees,40.0,248.0,248.0,1222.0,1222.0
No_of_Institutions,8.0,8.0,9.0,3.0,3.0
