AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,09/30/2019
Insider_Ownership,4.7,43.8,
Institutional_Ownership,6.5,6.6,
Net_Insider_Purchases,-163.0,940.0,0.0
No_of_Employees,,,7.0
No_of_Institutions,2.0,1.0,
