AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.7,1.2,1.3,0.8,1.0,1.1,1.3,1.0,1.1
Institutional_Ownership,94.8,95.2,97.1,94.0,93.5,93.9,94.8,95.5,95.2
Net_Insider_Purchases,-1.0,149.0,-73.0,-452.0,-294.0,-141.0,-194.0,-533.0,-448.0
No_of_Employees,3600.0,3500.0,3300.0,2700.0,2700.0,2600.0,2700.0,2800.0,2900.0
No_of_Institutions,360.0,340.0,339.0,293.0,285.0,310.0,317.0,280.0,267.0
