AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,1.2,4.1,0.1,3.0
Institutional_Ownership,40.5,39.0,32.0,0.0
Net_Insider_Purchases,-1558.0,-499.0,46.0,0.0
No_of_Employees,463.0,343.0,343.0,295.0
No_of_Institutions,119.0,106.0,79.0,0.0
