AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.5,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.5
Institutional_Ownership,,,,99.7,,,,98.9,99.7
Net_Insider_Purchases,217.0,167.0,-3473.0,-6.0,107.0,-20.0,-137.0,10.0,128.0
No_of_Employees,19000.0,19000.0,17300.0,17300.0,17300.0,13900.0,13900.0,13900.0,13900.0
No_of_Institutions,803.0,832.0,828.0,791.0,765.0,739.0,728.0,594.0,538.0
