AAII_KEY_STATISTICS_DATA,07/02/2022,04/02/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,06/27/2020
Insider_Ownership,,,,0.0,1.2,1.4,
Institutional_Ownership,4.2,3.0,16.0,21.5,16.8,1.5,1.0
Net_Insider_Purchases,0.0,0.0,0.0,-33.0,-4.0,-6.0,0.0
No_of_Employees,161.0,161.0,154.0,154.0,154.0,154.0,154.0
No_of_Institutions,10.0,7.0,8.0,12.0,10.0,9.0,7.0
