AAII_KEY_STATISTICS_DATA,12/31/2021,09/30/2021
Insider_Ownership,,
Institutional_Ownership,17.1,
Net_Insider_Purchases,,
No_of_Employees,796.0,756.0
No_of_Institutions,36.0,
