AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.5,2.7,2.7,,
Institutional_Ownership,55.8,54.8,48.9,52.7,64.7
Net_Insider_Purchases,66.0,78.0,78.0,0.0,0.0
No_of_Employees,63.0,63.0,63.0,74.0,74.0
No_of_Institutions,72.0,73.0,81.0,133.0,161.0
