AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,11.9,11.6,1.8,11.3,11.3,2.3,0.9,11.5
Institutional_Ownership,18.4,24.6,22.5,30.5,31.5,31.1,33.6,34.3
Net_Insider_Purchases,357.0,250.0,246.0,118.0,206.0,121.0,69.0,169.0
No_of_Employees,472.0,472.0,478.0,478.0,478.0,478.0,363.0,363.0
No_of_Institutions,95.0,120.0,122.0,135.0,141.0,140.0,157.0,159.0
