AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021
Insider_Ownership,,,,,
Institutional_Ownership,44.2,42.2,38.6,23.9,22.4
Net_Insider_Purchases,,,,,
No_of_Employees,6795.0,7103.0,7103.0,4059.0,4059.0
No_of_Institutions,163.0,155.0,135.0,83.0,90.0
