AAII_KEY_STATISTICS_DATA,12/31/2021,06/30/2021
Insider_Ownership,0.0,0.0
Institutional_Ownership,8.1,6.2
Net_Insider_Purchases,0.0,0.0
No_of_Employees,,
No_of_Institutions,22.0,22.0
