AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
Insider_Ownership,1.6,0.0,11.4,,8.1
Institutional_Ownership,26.3,33.0,9.8,,0.4
Net_Insider_Purchases,17.0,0.0,-475.0,,-11.0
No_of_Employees,10.0,10.0,22.0,22.0,22.0
No_of_Institutions,78.0,102.0,87.0,,17.0
