AAII_KEY_STATISTICS_DATA,09/30/2021,03/31/2021,09/30/2020
Insider_Ownership,,,
Institutional_Ownership,0.1,0.2,0.2
Net_Insider_Purchases,,,
No_of_Employees,283.0,292.0,292.0
No_of_Institutions,3.0,8.0,6.0
