AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,1.2,2.9,2.9,1.4,1.0
Institutional_Ownership,17.7,25.3,28.1,18.2,22.9,22.9
Net_Insider_Purchases,0.0,316.0,452.0,443.0,-805.0,-795.0
No_of_Employees,1127.0,1127.0,1127.0,1127.0,934.0,934.0
No_of_Institutions,105.0,126.0,141.0,131.0,120.0,121.0
