AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,0.6,,0.8,0.8,2.2,2.2
Institutional_Ownership,10.7,13.5,13.8,17.3,14.6,3.2
Net_Insider_Purchases,10.0,0.0,30.0,30.0,177.0,177.0
No_of_Employees,9.0,9.0,9.0,4.0,4.0,4.0
No_of_Institutions,52.0,44.0,46.0,35.0,27.0,26.0
