AAII_KEY_STATISTICS_DATA,01/31/2023,04/30/2022,01/31/2022,10/31/2021,04/30/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.6
Institutional_Ownership,82.6,83.1,82.9,83.2,83.9,82.6,81.8,82.3
Net_Insider_Purchases,-3.0,0.0,0.0,-724.0,-1033.0,-978.0,-469.0,-1469.0
No_of_Employees,9500.0,8600.0,8600.0,8600.0,7600.0,7600.0,7600.0,7327.0
No_of_Institutions,1164.0,1179.0,1158.0,1108.0,1089.0,1060.0,1009.0,992.0
