AAII_KEY_STATISTICS_DATA,12/31/2021,03/31/2021
Insider_Ownership,,
Institutional_Ownership,12.0,8.8
Net_Insider_Purchases,,
No_of_Employees,24396.0,15914.0
No_of_Institutions,273.0,236.0
