AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,,,,,
Institutional_Ownership,20.5,18.8,17.2,22.1,25.1
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,41.0,38.0,38.0,38.0,38.0
No_of_Institutions,34.0,28.0,24.0,29.0,23.0
