AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,3.2,0.2,13.4,17.3,20.1,20.2,14.7,14.7
Institutional_Ownership,97.4,99.6,98.8,98.6,97.7,77.2,90.6,66.9
Net_Insider_Purchases,91.0,10.0,-5264.0,-5188.0,-4845.0,-4289.0,40201.0,40201.0
No_of_Employees,150.0,150.0,100.0,100.0,100.0,100.0,85.0,85.0
No_of_Institutions,171.0,163.0,148.0,162.0,147.0,110.0,84.0,62.0
