AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020
Insider_Ownership,,,,
Institutional_Ownership,5.9,2.7,1.9,0.3
Net_Insider_Purchases,,,,
No_of_Employees,162.0,162.0,162.0,162.0
No_of_Institutions,40.0,29.0,29.0,11.0
