AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.5,1.4,1.2,1.1
Institutional_Ownership,87.9,90.2,90.9,96.0
Net_Insider_Purchases,278.0,257.0,32.0,29.0
No_of_Employees,5300.0,5300.0,5100.0,5100.0
No_of_Institutions,433.0,430.0,378.0,378.0
