AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.2,2.7,1.5,1.2,1.8,1.8,3.6,4.1
Institutional_Ownership,34.2,32.9,30.6,40.0,45.8,37.6,24.9,22.7
Net_Insider_Purchases,121.0,2315.0,805.0,-156.0,-627.0,-833.0,-1254.0,-1132.0
No_of_Employees,221.0,221.0,130.0,130.0,130.0,130.0,81.0,81.0
No_of_Institutions,284.0,296.0,304.0,311.0,321.0,291.0,195.0,159.0
