AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,12/31/2021
Insider_Ownership,14.0,16.1,23.7
Institutional_Ownership,41.3,36.3,35.6
Net_Insider_Purchases,-22252.0,-13334.0,8100.0
No_of_Employees,480.0,330.0,
No_of_Institutions,83.0,67.0,30.0
