AAII_KEY_STATISTICS_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,,,
Institutional_Ownership,1.3,1.7,1.7,1.7,1.3
Net_Insider_Purchases,,,,,
No_of_Employees,60056.0,60763.0,63007.0,63935.0,65507.0
No_of_Institutions,53.0,60.0,52.0,42.0,43.0
